No,Iws
30900,63.93
30901,1.79
30902,1.79
30903,1.79
30904,3.13
30905,1.79
30906,3.58
30907,1.79
30908,0.89
30909,1.79
30910,4.92
30911,8.05
30912,11.18
30913,12.97
30914,13.86
30915,1.79
30916,0.89
30917,0.89
30918,0.89
30919,2.68
30920,0.89
30921,1.79
30922,1.79
30923,1.79
30924,1.79
30925,4.92
30926,1.79
30927,1.79
30928,3.13
30929,8.94
30930,13.86
30931,17.88
30932,22.8
30933,25.93
30934,27.72
30935,29.51
30936,31.3
30937,34.43
30938,37.56
30939,38.45
30940,0.89
30941,0.89
30942,0.89
30943,0.89
30944,2.68
30945,0.89
30946,1.79
30947,0.89
30948,3.13
30949,4.92
30950,6.71
30951,8.5
30952,10.29
30953,13.42
30954,16.55
30955,19.68
30956,22.81
30957,25.94
30958,29.96
30959,33.09
30960,36.22
30961,38.01
30962,41.14
30963,44.27
30964,47.4
30965,50.53
30966,52.32
30967,54.11
30968,55.9
30969,57.69
30970,59.48
30971,61.27
30972,0.89
30973,1.79
30974,3.58
30975,1.79
30976,1.79
30977,3.58
30978,6.71
30979,10.73
30980,14.75
30981,3.13
30982,3.13
30983,6.26
30984,0.89
30985,0.89
30986,1.79
30987,4.92
30988,8.05
30989,0.89
30990,1.79
30991,4.92
30992,9.84
30993,13.86
30994,17.88
30995,22.8
30996,28.61
30997,32.63
30998,35.76
30999,38.89
31000,42.02
31001,45.15
31002,4.02
31003,5.81
31004,0.89
31005,1.79
31006,3.58
31007,5.37
31008,7.16
31009,0.89
31010,1.78
31011,0.89
31012,1.79
31013,4.92
31014,9.84
31015,3.13
31016,3.13
31017,7.15
31018,12.96
31019,18.77
31020,24.58
31021,30.39
31022,36.2
31023,41.12
31024,44.25
31025,1.79
31026,1.79
31027,1.79
31028,3.58
31029,4.47
31030,6.26
31031,0.89
31032,1.79
31033,0.89
31034,1.78
31035,2.67
31036,0.89
31037,0.89
31038,1.79
31039,4.92
31040,1.79
31041,0.89
31042,1.78
31043,1.79
31044,0.89
31045,2.68
31046,4.92
31047,8.05
31048,12.07
31049,15.2
31050,18.33
31051,21.46
31052,25.48
31053,29.5
31054,32.63
31055,36.65
31056,40.67
31057,44.69
31058,46.48
31059,49.61
31060,51.4
31061,53.19
31062,0.89
31063,1.78
31064,3.13
31065,6.26
31066,8.05
31067,11.18
31068,15.2
31069,19.22
31070,23.24
31071,27.26
31072,31.28
31073,35.3
31074,39.32
31075,42.45
31076,44.24
31077,46.03
31078,47.82
31079,0.89
31080,1.78
31081,3.13
31082,0.89
31083,1.78
31084,2.67
31085,3.56
31086,4.45
31087,5.34
31088,6.23
31089,8.02
31090,1.79
31091,0.89
31092,1.79
31093,4.92
31094,0.89
31095,2.68
31096,1.79
31097,4.92
31098,8.05
31099,12.97
31100,16.99
31101,18.78
31102,21.91
31103,0.89
31104,1.78
31105,0.89
31106,0.89
31107,1.78
31108,0.89
31109,1.78
31110,2.67
31111,0.89
31112,2.68
31113,0.89
31114,1.79
31115,0.89
31116,3.13
31117,1.79
31118,1.79
31119,1.79
31120,1.79
31121,2.68
31122,1.79
31123,0.89
31124,3.13
31125,4.92
31126,0.89
31127,1.79
31128,4.92
31129,8.05
31130,9.84
31131,12.97
31132,16.1
31133,0.89
31134,1.78
31135,1.79
31136,0.89
31137,0.89
31138,1.78
31139,2.67
31140,1.79
31141,1.79
31142,3.13
31143,3.13
31144,4.02
31145,8.94
31146,12.96
31147,16.09
31148,17.88
31149,19.67
31150,20.56
31151,21.45
31152,22.34
31153,23.23
31154,26.36
31155,27.25
31156,28.14
31157,29.93
31158,0.89
31159,1.79
31160,3.58
31161,5.37
31162,0.89
31163,1.79
31164,3.58
31165,5.37
31166,7.16
31167,10.29
31168,13.42
31169,17.44
31170,20.57
31171,22.36
31172,24.15
31173,25.94
31174,0.89
31175,1.79
31176,0.89
31177,1.78
31178,2.67
31179,0.89
31180,4.02
31181,8.04
31182,9.83
31183,12.96
31184,16.98
31185,1.79
31186,4.92
31187,4.02
31188,3.13
31189,3.13
31190,3.13
31191,3.13
31192,7.15
31193,12.07
31194,16.99
31195,21.91
31196,25.93
31197,29.95
31198,33.08
31199,34.87
31200,36.66
31201,38.45
31202,0.89
31203,0.89
31204,0.89
31205,1.78
31206,3.57
31207,7.59
31208,11.61
31209,13.4
31210,0.89
31211,1.78
31212,2.67
31213,4.92
31214,10.73
31215,15.65
31216,21.46
31217,28.61
31218,34.42
31219,38.44
31220,42.46
31221,44.25
31222,0.89
31223,1.79
31224,0.89
31225,1.78
31226,1.79
31227,3.13
31228,7.15
31229,10.28
31230,12.07
31231,16.09
31232,20.11
31233,23.24
31234,27.26
31235,4.02
31236,1.79
31237,1.79
31238,1.79
31239,4.02
31240,7.15
31241,12.07
31242,16.09
31243,21.01
31244,25.03
31245,29.05
31246,33.97
31247,35.76
31248,38.89
31249,40.68
31250,42.47
31251,45.6
31252,48.73
31253,50.52
31254,0.89
31255,0.89
31256,2.68
31257,0.89
31258,1.78
31259,3.13
31260,6.26
31261,8.05
31262,0.89
31263,4.92
31264,8.94
31265,12.96
31266,16.09
31267,17.88
31268,21.9
31269,23.69
31270,0.89
31271,1.79
31272,0.89
31273,1.79
31274,2.68
31275,3.13
31276,0.89
31277,1.79
31278,0.89
31279,2.68
31280,4.47
31281,0.89
31282,1.78
31283,2.67
31284,1.79
31285,3.58
31286,4.47
31287,0.89
31288,0.89
31289,2.68
31290,4.47
31291,0.89
31292,1.78
31293,2.67
31294,3.56
31295,1.79
31296,0.89
31297,0.89
31298,0.45
31299,3.13
31300,0.89
31301,3.13
31302,6.26
31303,9.39
31304,12.52
31305,1.79
31306,0.89
31307,1.79
31308,1.79
31309,3.13
31310,6.26
31311,4.02
31312,4.02
31313,7.15
31314,10.28
31315,4.92
31316,8.94
31317,12.07
31318,16.09
31319,17.88
31320,0.89
31321,1.79
31322,1.79
31323,3.58
31324,0.89
31325,1.78
31326,2.67
31327,3.56
31328,0.89
31329,0.89
31330,1.78
31331,0.89
31332,4.91
31333,4.02
31334,3.13
31335,4.92
31336,0.89
31337,1.78
31338,0.89
31339,2.68
31340,4.47
31341,6.26
31342,10.28
31343,12.07
31344,13.86
31345,14.75
31346,0.89
31347,1.79
31348,0.89
31349,1.79
31350,0.45
31351,0.89
31352,0.89
31353,1.79
31354,3.58
31355,0.89
31356,1.78
31357,1.79
31358,3.58
31359,3.13
31360,3.13
31361,6.26
31362,11.18
31363,15.2
31364,19.22
31365,22.35
31366,24.14
31367,25.93
31368,27.72
31369,8.94
31370,10.73
31371,4.02
31372,4.02
31373,7.15
31374,10.28
31375,0.45
31376,0.89
31377,2.68
31378,4.47
31379,1.79
31380,1.79
31381,3.58
31382,6.71
31383,9.84
31384,13.86
31385,16.99
31386,20.12
31387,23.25
31388,0.89
31389,9.83
31390,15.64
31391,3.13
31392,7.15
31393,1.79
31394,4.92
31395,1.79
31396,0.45
31397,0.89
31398,0.89
31399,3.13
31400,1.79
31401,1.79
31402,4.92
31403,6.71
31404,0.89
31405,4.02
31406,5.81
31407,0.89
31408,3.13
31409,6.26
31410,0.89
31411,1.79
31412,3.58
31413,0.89
31414,0.45
31415,1.34
31416,1.79
31417,2.68
31418,3.57
31419,4.46
31420,1.79
31421,0.89
31422,1.79
31423,0.45
31424,4.02
31425,7.15
31426,8.94
31427,0.89
31428,1.78
31429,2.67
31430,3.56
31431,1.79
31432,3.58
31433,6.71
31434,9.84
31435,7.15
31436,3.13
31437,4.02
31438,4.02
31439,3.13
31440,3.13
31441,1.79
31442,3.13
31443,0.89
31444,4.02
31445,1.79
31446,0.89
31447,4.92
31448,6.71
31449,1.79
31450,1.79
31451,1.79
31452,1.79
31453,3.13
31454,4.92
31455,6.71
31456,10.73
31457,15.65
31458,20.57
31459,25.49
31460,29.51
31461,32.64
31462,35.77
31463,36.66
31464,39.79
31465,42.92
31466,0.89
31467,1.79
31468,1.79
31469,0.89
31470,1.78
31471,2.67
31472,0.89
31473,0.89
31474,1.79
31475,3.13
31476,4.92
31477,6.71
31478,8.5
31479,10.29
31480,13.42
31481,16.55
31482,20.57
31483,24.59
31484,28.61
31485,5.81
31486,10.73
31487,3.13
31488,6.26
31489,0.89
31490,1.79
31491,1.79
31492,1.79
31493,1.79
31494,2.68
31495,4.47
31496,6.26
31497,8.05
31498,9.84
31499,1.79
31500,3.58
31501,1.79
31502,0.89
31503,1.78
31504,1.79
31505,3.58
31506,6.71
31507,9.84
31508,12.97
31509,14.76
31510,16.55
31511,17.44
31512,0.89
31513,2.68
31514,1.79
31515,3.58
31516,5.37
31517,0.89
31518,1.79
31519,3.58
31520,0.89
31521,1.78
31522,2.67
31523,3.56
31524,1.79
31525,1.79
31526,0.89
31527,1.79
31528,4.92
31529,8.94
31530,12.07
31531,15.2
31532,18.33
31533,21.46
31534,23.25
31535,0.89
31536,3.13
31537,5.81
31538,4.02
31539,9.83
31540,3.13
31541,0.89
31542,3.13
31543,0.89
31544,1.78
31545,0.89
31546,3.13
31547,6.26
31548,1.79
31549,4.02
31550,8.04
31551,11.17
31552,19.22
31553,26.37
31554,30.39
31555,35.31
31556,39.33
31557,42.46
31558,45.59
31559,48.72
31560,51.85
31561,53.64
31562,55.43
31563,1.79
31564,1.79
31565,2.68
31566,4.47
31567,0.89
31568,1.78
31569,1.79
31570,1.79
31571,0.89
31572,2.68
31573,3.13
31574,7.15
31575,3.13
31576,4.92
31577,8.94
31578,13.86
31579,18.78
31580,22.8
31581,0.89
31582,4.92
31583,1.79
31584,4.92
31585,8.05
31586,12.07
31587,15.2
31588,16.99
31589,20.12
31590,24.14
31591,25.93
31592,29.06
31593,30.85
31594,33.98
31595,1.79
31596,1.79
31597,3.13
31598,1.79
31599,4.92
31600,1.79
31601,3.13
31602,8.05
31603,12.07
31604,16.09
31605,17.88
31606,18.77
31607,20.56
31608,22.35
31609,1.79
31610,2.68
31611,0.89
31612,2.68
31613,4.47
31614,6.26
31615,0.89
31616,1.78
31617,4.02
31618,0.89
31619,1.78
31620,2.67
31621,1.79
31622,3.58
31623,1.79
31624,4.02
31625,8.04
31626,12.06
31627,15.19
31628,16.98
31629,18.77
31630,0.89
31631,1.79
31632,3.58
31633,0.89
31634,1.79
31635,3.58
31636,6.71
31637,8.5
31638,0.89
31639,1.79
31640,3.58
31641,5.37
31642,4.02
31643,1.79
31644,4.92
31645,8.05
31646,11.18
31647,15.2
31648,19.22
31649,22.35
31650,0.89
31651,4.92
31652,8.94
31653,3.13
31654,3.13
31655,1.79
31656,3.58
31657,7.6
31658,10.73
31659,13.86
31660,16.99
31661,18.78
31662,20.57
31663,22.36
31664,24.15
31665,25.94
31666,29.07
31667,32.2
31668,35.33
31669,38.46
31670,41.59
31671,45.61
31672,49.63
31673,52.76
31674,55.89
31675,59.91
31676,63.04
31677,66.17
31678,0.89
31679,1.79
31680,2.68
31681,3.57
31682,5.36
31683,7.15
31684,10.28
31685,12.07
31686,12.96
31687,14.75
31688,16.54
31689,0.89
31690,1.78
31691,2.67
31692,3.56
31693,4.45
31694,1.79
31695,3.58
31696,6.71
31697,10.73
31698,14.75
31699,17.88
31700,21.01
31701,21.9
31702,1.79
31703,3.13
31704,11.18
31705,3.13
31706,6.26
31707,0.89
31708,1.78
31709,3.13
31710,1.79
31711,0.89
31712,0.89
31713,1.79
31714,0.89
31715,1.79
31716,3.58
31717,5.37
31718,7.16
31719,11.18
31720,15.2
31721,20.12
31722,24.14
31723,27.27
31724,30.4
31725,33.53
31726,36.66
31727,39.79
31728,41.58
31729,43.37
31730,45.16
31731,46.95
31732,48.74
31733,50.53
31734,0.89
31735,1.79
31736,0.89
31737,1.78
31738,2.67
31739,3.56
31740,1.79
31741,3.58
31742,5.37
31743,8.5
31744,11.63
31745,14.76
31746,17.89
31747,19.68
31748,21.47
31749,23.26
31750,25.05
31751,26.84
31752,28.63
31753,31.76
31754,37.57
31755,40.7
31756,42.49
31757,0.89
31758,1.79
31759,0.89
31760,1.78
31761,1.79
31762,3.58
31763,0.89
31764,1.78
31765,2.67
31766,1.79
31767,0.89
31768,3.13
31769,1.79
31770,0.89
31771,1.78
31772,1.79
31773,0.89
31774,0.89
31775,1.78
31776,2.67
31777,3.56
31778,1.79
31779,0.89
31780,0.45
31781,1.79
31782,6.71
31783,11.63
31784,18.78
31785,24.59
31786,31.74
31787,39.79
31788,47.84
31789,55.89
31790,61.7
31791,69.75
31792,77.8
31793,86.74
31794,94.79
31795,101.94
31796,107.75
31797,112.67
31798,116.69
31799,1.79
31800,1.79
31801,0.89
31802,3.13
31803,1.79
31804,3.13
31805,1.79
31806,0.45
31807,1.79
31808,5.81
31809,4.02
31810,8.04
31811,3.13
31812,6.26
31813,1.79
31814,1.79
31815,3.13
31816,1.79
31817,3.13
31818,4.92
31819,0.89
31820,4.02
31821,7.15
31822,3.13
31823,4.02
31824,1.79
31825,4.92
31826,6.71
31827,9.84
31828,12.97
31829,16.99
31830,20.12
31831,0.89
31832,1.78
31833,1.79
31834,1.79
31835,3.13
31836,4.92
31837,0.89
31838,2.68
31839,3.57
31840,1.79
31841,0.89
31842,1.79
31843,3.58
31844,6.71
31845,0.89
31846,1.79
31847,3.58
31848,4.47
31849,6.26
31850,8.05
31851,9.84
31852,0.45
31853,3.13
31854,4.92
31855,1.79
31856,0.89
31857,1.79
31858,3.58
31859,5.37
31860,7.16
31861,10.29
31862,13.42
31863,4.02
31864,7.15
31865,3.13
31866,4.02
31867,8.04
31868,3.13
31869,4.92
31870,6.71
31871,1.79
31872,0.89
31873,1.79
31874,0.89
31875,1.78
31876,1.79
31877,0.89
31878,0.89
31879,1.79
31880,0.89
31881,1.78
31882,2.67
31883,3.56
31884,1.79
31885,4.92
31886,8.05
31887,11.18
31888,14.31
31889,18.33
31890,21.46
31891,24.59
31892,26.38
31893,28.17
31894,29.96
31895,31.75
31896,32.64
31897,33.53
31898,35.32
31899,0.89
31900,0.89
31901,0.89
31902,0.45
31903,3.13
31904,0.89
31905,3.13
31906,6.26
31907,0.89
31908,1.79
31909,1.79
31910,3.58
31911,0.89
31912,1.78
31913,1.79
31914,4.92
31915,6.71
31916,0.89
31917,1.79
31918,0.89
31919,1.79
31920,0.45
31921,1.79
31922,2.68
31923,4.47
31924,7.6
31925,10.73
31926,14.75
31927,18.77
31928,21.9
31929,25.03
31930,26.82
31931,30.84
31932,32.63
31933,1.79
31934,5.81
31935,7.6
31936,9.39
31937,11.18
31938,1.79
31939,0.89
31940,1.78
31941,2.67
31942,3.56
31943,4.01
31944,0.89
31945,2.68
31946,1.79
31947,0.89
31948,1.79
31949,3.58
31950,5.37
31951,8.5
31952,11.63
31953,14.76
31954,17.89
31955,21.02
31956,24.15
31957,1.79
31958,3.13
31959,3.13
31960,6.26
31961,3.13
31962,4.92
31963,6.71
31964,8.5
31965,10.29
31966,12.08
31967,0.89
31968,1.78
31969,1.79
31970,3.58
31971,1.79
31972,3.58
31973,5.37
31974,7.16
31975,8.95
31976,10.74
31977,0.89
31978,1.79
31979,0.89
31980,1.78
31981,1.79
31982,3.58
31983,5.37
31984,9.39
31985,15.2
31986,21.01
31987,25.03
31988,29.05
31989,33.07
31990,36.2
31991,0.89
31992,1.78
31993,2.67
31994,1.79
31995,0.89
31996,3.13
31997,0.89
31998,3.13
31999,7.15
32000,10.28
32001,4.02
32002,7.15
32003,11.17
32004,14.3
32005,3.13
32006,4.92
32007,8.94
32008,12.96
32009,17.88
32010,21.9
32011,26.82
32012,31.74
32013,36.66
32014,41.58
32015,46.5
32016,49.63
32017,51.42
32018,54.55
32019,57.68
32020,60.81
32021,63.94
32022,67.07
32023,70.2
32024,71.99
32025,73.78
32026,76.91
32027,80.04
32028,83.17
32029,86.3
32030,1.79
32031,3.58
32032,1.79
32033,5.81
32034,9.83
32035,12.96
32036,16.09
32037,21.01
32038,25.03
32039,29.05
32040,32.18
32041,36.2
32042,40.22
32043,45.14
32044,48.27
32045,52.29
32046,54.08
32047,55.87
32048,1.79
32049,2.68
32050,0.89
32051,0.89
32052,1.79
32053,0.89
32054,1.78
32055,2.67
32056,3.56
32057,4.45
32058,5.34
32059,6.23
32060,7.12
32061,1.79
32062,0.89
32063,1.78
32064,2.67
32065,0.89
32066,0.89
32067,1.78
32068,1.79
32069,0.89
32070,3.13
32071,8.05
32072,16.99
32073,25.93
32074,35.76
32075,43.81
32076,53.64
32077,65.71
32078,77.78
32079,88.96
32080,98.79
32081,109.97
32082,119.8
32083,127.85
32084,135.9
32085,141.71
32086,146.63
32087,149.76
32088,5.81
32089,11.62
32090,16.54
32091,21.46
32092,3.13
32093,4.92
32094,6.71
32095,9.84
32096,12.97
32097,14.76
32098,18.78
32099,22.8
32100,27.72
32101,31.74
32102,36.66
32103,40.68
32104,4.02
32105,1.79
32106,0.89
32107,3.13
32108,4.92
32109,6.71
32110,8.5
32111,13.42
32112,0.89
32113,0.89
32114,1.79
32115,2.68
32116,4.47
32117,6.26
32118,8.05
32119,9.84
32120,11.63
32121,15.65
32122,4.02
32123,3.13
32124,6.26
32125,9.39
32126,0.89
32127,1.79
32128,1.79
32129,3.13
32130,1.79
32131,2.68
32132,0.89
32133,1.79
32134,0.89
32135,3.13
32136,8.94
32137,12.96
32138,0.89
32139,1.78
32140,1.79
32141,0.89
32142,3.13
32143,6.26
32144,8.05
32145,3.13
32146,6.26
32147,9.39
32148,11.18
32149,1.79
32150,1.79
32151,1.79
32152,1.79
32153,0.89
32154,3.13
32155,6.26
32156,8.05
32157,3.13
32158,0.89
32159,4.02
32160,1.79
32161,0.89
32162,3.13
32163,0.89
32164,0.89
32165,0.45
32166,0.9
32167,1.79
32168,0.89
32169,1.78
32170,2.67
32171,1.79
32172,1.79
32173,1.79
32174,1.79
32175,1.79
32176,3.58
32177,5.37
32178,8.5
32179,10.29
32180,12.08
32181,12.97
32182,14.76
32183,16.55
32184,17.44
32185,19.23
32186,0.89
32187,0.89
32188,0.45
32189,0.89
32190,0.89
32191,1.78
32192,3.13
32193,1.79
32194,0.89
32195,1.78
32196,3.57
32197,4.46
32198,1.79
32199,1.79
32200,3.58
32201,3.13
32202,4.92
32203,6.71
32204,8.5
32205,9.39
32206,12.52
32207,15.65
32208,17.44
32209,19.23
32210,21.02
32211,22.81
32212,23.7
32213,5.81
32214,3.13
32215,4.92
32216,1.79
32217,0.89
32218,0.89
32219,0.89
32220,1.79
32221,4.92
32222,1.79
32223,3.58
32224,1.79
32225,4.92
32226,6.71
32227,7.6
32228,8.49
32229,0.45
32230,1.34
32231,2.23
32232,4.92
32233,8.05
32234,12.07
32235,16.99
32236,20.12
32237,23.25
32238,27.27
32239,30.4
32240,34.42
32241,3.13
32242,3.13
32243,3.13
32244,7.15
32245,1.79
32246,3.58
32247,5.37
32248,3.13
32249,6.26
32250,11.18
32251,16.1
32252,21.02
32253,25.04
32254,28.17
32255,29.96
32256,0.89
32257,0.89
32258,0.89
32259,1.78
32260,2.67
32261,0.89
32262,0.45
32263,3.13
32264,3.13
32265,1.79
32266,3.58
32267,1.79
32268,2.68
32269,4.47
32270,6.26
32271,3.13
32272,7.15
32273,11.17
32274,15.19
32275,18.32
32276,20.11
32277,21.9
32278,23.69
32279,0.89
32280,1.78
32281,1.79
32282,0.89
32283,1.78
32284,2.23
32285,2.68
32286,3.13
32287,0.89
32288,4.02
32289,7.15
32290,10.28
32291,13.41
32292,3.13
32293,6.26
32294,10.28
32295,1.79
32296,1.79
32297,1.79
32298,3.58
32299,5.37
32300,0.89
32301,1.79
32302,2.68
32303,0.89
32304,0.89
32305,0.89
32306,1.78
32307,2.67
32308,3.56
32309,4.01
32310,1.79
32311,0.89
32312,0.89
32313,1.79
32314,0.89
32315,1.78
32316,2.67
32317,1.79
32318,3.58
32319,5.37
32320,0.89
32321,1.78
32322,3.57
32323,0.89
32324,2.68
32325,0.89
32326,0.89
32327,4.92
32328,0.89
32329,1.78
32330,1.79
32331,0.89
32332,1.79
32333,0.89
32334,1.79
32335,4.92
32336,0.89
32337,1.79
32338,3.58
32339,0.89
32340,1.79
32341,3.58
32342,8.5
32343,11.63
32344,14.76
32345,18.78
32346,21.91
32347,25.04
32348,26.83
32349,28.62
32350,30.41
32351,33.54
32352,35.33
32353,37.12
32354,38.01
32355,0.89
32356,1.79
32357,2.68
32358,0.45
32359,1.34
32360,2.23
32361,1.79
32362,4.92
32363,8.05
32364,11.18
32365,14.31
32366,19.23
32367,24.15
32368,29.07
32369,33.99
32370,38.01
32371,42.03
32372,0.45
32373,1.79
32374,3.58
32375,0.89
32376,1.79
32377,0.89
32378,1.78
32379,2.67
32380,1.79
32381,0.89
32382,2.68
32383,3.13
32384,6.26
32385,8.05
32386,9.84
32387,0.89
32388,1.78
32389,3.13
32390,4.92
32391,9.84
32392,14.76
32393,20.57
32394,25.49
32395,28.62
32396,31.75
32397,33.54
32398,35.33
32399,37.12
32400,38.01
32401,38.9
32402,40.69
32403,42.48
32404,44.27
32405,46.06
32406,1.79
32407,1.79
32408,0.89
32409,1.79
32410,3.58
32411,1.79
32412,3.58
32413,4.02
32414,8.94
32415,13.86
32416,16.99
32417,1.79
32418,5.81
32419,0.89
32420,1.79
32421,4.92
32422,6.71
32423,8.5
32424,16.55
32425,21.47
32426,0.89
32427,1.79
32428,3.58
32429,6.71
32430,8.5
32431,10.29
32432,13.42
32433,15.21
32434,18.34
32435,20.13
32436,21.92
32437,23.71
32438,25.5
32439,27.29
32440,29.08
32441,0.89
32442,1.79
32443,1.79
32444,0.89
32445,7.15
32446,4.02
32447,1.79
32448,3.13
32449,4.02
32450,0.45
32451,1.79
32452,3.58
32453,0.89
32454,1.79
32455,3.58
32456,5.37
32457,8.5
32458,10.29
32459,1.79
32460,1.79
32461,1.79
32462,7.15
32463,12.07
32464,17.88
32465,22.8
32466,25.93
32467,1.79
32468,3.58
32469,5.37
32470,6.26
32471,3.13
32472,4.92
32473,8.05
32474,11.18
32475,15.2
32476,3.13
32477,4.02
32478,8.04
32479,11.17
32480,4.02
32481,7.15
32482,11.17
32483,1.79
32484,2.68
32485,1.79
32486,0.89
32487,3.13
32488,4.92
32489,8.05
32490,11.18
32491,12.97
32492,14.76
32493,0.89
32494,1.79
32495,3.58
32496,5.37
32497,1.79
32498,0.89
32499,1.78
32500,2.67
32501,3.56
32502,0.89
32503,1.78
32504,0.89
32505,1.78
32506,2.67
32507,1.79
32508,0.89
32509,2.68
32510,4.02
32511,7.15
32512,10.28
32513,13.41
32514,15.2
32515,16.99
32516,18.78
32517,20.57
32518,0.89
32519,1.79
32520,0.89
32521,0.89
32522,0.45
32523,1.34
32524,0.89
32525,1.79
32526,3.58
32527,0.45
32528,1.79
32529,3.58
32530,6.71
32531,0.89
32532,1.78
32533,1.79
32534,3.13
32535,0.89
32536,1.78
32537,2.67
32538,1.79
32539,0.89
32540,1.79
32541,0.89
32542,1.78
32543,2.67
32544,3.56
32545,1.79
32546,3.58
32547,5.37
32548,6.26
32549,0.89
32550,1.79
32551,0.89
32552,1.78
32553,2.67
32554,1.79
32555,1.79
32556,4.92
32557,8.05
32558,9.84
32559,0.89
32560,3.13
32561,4.92
32562,1.79
32563,0.89
32564,0.89
32565,1.79
32566,4.92
32567,5.81
32568,7.6
32569,9.39
32570,10.28
32571,0.89
32572,1.79
32573,3.58
32574,0.45
32575,1.79
32576,3.58
32577,0.89
32578,1.79
32579,3.58
32580,0.89
32581,1.78
32582,1.79
32583,1.79
32584,3.13
32585,7.15
32586,11.17
32587,14.3
32588,17.43
32589,0.89
32590,1.78
32591,2.67
32592,0.89
32593,0.89
32594,3.13
32595,4.02
32596,7.15
32597,10.28
32598,14.3
32599,18.32
32600,21.45
32601,24.58
32602,4.92
32603,8.05
32604,5.81
32605,4.02
32606,7.15
32607,1.79
32608,3.58
32609,5.37
32610,6.26
32611,0.45
32612,0.89
32613,1.78
32614,3.57
32615,1.79
32616,0.89
32617,0.89
32618,0.89
32619,1.78
32620,0.89
32621,0.89
32622,1.79
32623,0.45
32624,1.79
32625,3.58
32626,0.89
32627,1.79
32628,1.79
32629,3.13
32630,6.26
32631,8.05
32632,12.07
32633,16.09
32634,17.88
32635,21.01
32636,25.93
32637,30.85
32638,34.87
32639,38
32640,0.89
32641,3.13
32642,4.92
32643,0.89
32644,1.78
32645,0.89
32646,0.89
32647,0.89
32648,1.79
32649,0.89
32650,1.78
32651,2.67
32652,1.79
32653,1.79
32654,0.89
32655,1.78
32656,1.79
32657,0.89
32658,0.89
32659,0.89
32660,0.89
32661,0.89
32662,0.89
32663,0.89
32664,0.89
32665,0.89
32666,1.78
32667,0.89
32668,2.68
32669,6.7
32670,14.75
32671,21.9
32672,27.71
32673,31.73
32674,36.65
32675,42.46
32676,48.27
32677,56.32
32678,62.13
32679,69.28
32680,75.09
32681,80.01
32682,81.8
32683,84.93
32684,0.89
32685,0.89
32686,1.79
32687,4.92
32688,8.94
32689,12.07
32690,13.86
32691,15.65
32692,0.89
32693,1.79
32694,4.92
32695,0.89
32696,4.02
32697,7.15
32698,11.17
32699,15.19
32700,18.32
32701,21.45
32702,24.58
32703,28.6
32704,31.73
32705,35.75
32706,38.88
32707,3.13
32708,0.89
32709,1.78
32710,3.13
32711,3.13
32712,4.92
32713,3.13
32714,1.79
32715,1.79
32716,0.89
32717,4.92
32718,8.05
32719,1.79
32720,0.89
32721,1.79
32722,0.89
32723,4.02
32724,7.15
32725,12.07
32726,16.99
32727,21.01
32728,4.92
32729,12.07
32730,17.88
32731,23.69
32732,28.61
32733,30.4
32734,0.89
32735,1.79
32736,3.58
32737,0.89
32738,1.79
32739,1.79
32740,3.58
32741,6.71
32742,9.84
32743,0.89
32744,1.78
32745,1.79
32746,1.79
32747,3.58
32748,6.71
32749,8.5
32750,1.79
32751,3.13
32752,6.26
32753,9.39
32754,11.18
32755,12.97
32756,13.86
32757,0.89
32758,1.79
32759,3.58
32760,0.89
32761,1.78
32762,2.23
32763,0.89
32764,0.45
32765,1.34
32766,1.79
32767,0.89
32768,0.89
32769,1.79
32770,0.89
32771,1.79
32772,1.79
32773,3.58
32774,6.71
32775,9.84
32776,12.97
32777,14.76
32778,16.55
32779,17.44
32780,19.23
32781,21.02
32782,0.89
32783,1.78
32784,3.13
32785,4.92
32786,8.05
32787,0.89
32788,1.79
32789,3.58
32790,4.47
32791,0.89
32792,0.89
32793,0.89
32794,1.79
32795,3.58
32796,5.37
32797,8.5
32798,11.63
32799,1.79
32800,3.13
32801,4.92
32802,0.89
32803,1.78
32804,2.67
32805,3.56
32806,1.79
32807,0.89
32808,1.79
32809,0.89
32810,4.02
32811,5.81
32812,7.6
32813,9.39
32814,11.18
32815,12.07
32816,12.96
32817,14.75
32818,16.54
32819,19.67
32820,21.46
32821,24.59
32822,26.38
32823,29.51
32824,32.64
32825,35.77
32826,38.9
32827,0.89
32828,3.13
32829,4.92
32830,0.89
32831,1.78
32832,2.23
32833,3.12
32834,3.57
32835,4.46
32836,5.35
32837,1.79
32838,0.89
32839,0.89
32840,2.68
32841,3.57
32842,5.36
32843,8.49
32844,11.62
32845,14.75
32846,18.77
32847,21.9
32848,25.03
32849,26.82
32850,0.89
32851,1.78
32852,2.23
32853,1.79
32854,2.68
32855,0.89
32856,1.78
32857,0.89
32858,0.89
32859,1.78
32860,2.67
32861,0.89
32862,0.89
32863,0.89
32864,3.13
32865,4.92
32866,8.94
32867,3.13
32868,3.13
32869,3.13
32870,5.81
32871,4.92
32872,8.94
32873,12.07
32874,13.86
32875,0.89
32876,1.78
32877,3.13
32878,4.92
32879,8.05
32880,0.89
32881,1.79
32882,4.92
32883,1.79
32884,2.68
32885,1.79
32886,0.89
32887,0.89
32888,4.91
32889,6.7
32890,11.62
32891,17.43
32892,22.35
32893,25.48
32894,28.61
32895,1.79
32896,3.58
32897,3.13
32898,7.15
